,<CLOSE>,indicator,Общая стоимость портфеля
2015-06-25,40.0,0.0,4870.0
2015-06-30,40.7,0.0,4870.0
2015-07-01,38.2,0.0,4870.0
2015-07-02,41.3,0.0,4870.0
2015-07-06,40.7,0.0,4870.0
2015-07-08,38.5,0.0,4870.0
2015-07-09,40.6,0.0,4870.0
2015-07-10,38.4,100.0,4870.0
2015-07-13,38.9,10.0,4870.0
2015-07-14,39.5,28.0,4870.0
2015-07-15,40.1,0.0,4870.0
2015-07-16,37.5,0.0,4870.0
2015-07-17,37.7,2.5,4870.0
2015-07-20,38.8,10.0,4870.0
2015-07-21,41.0,9.0,4870.0
2015-07-22,43.9,0.0,4870.0
2015-07-23,44.0,0.0,4870.0
2015-07-24,38.0,10.0,4870.0
2015-07-27,36.4,5.0,4870.0
2015-07-28,37.6,10.666666666666666,4870.0
2015-07-29,37.8,5.0,4870.0
2015-07-30,37.1,13.333333333333332,4870.0
2015-07-31,36.5,0.0,4870.0
2015-08-03,35.9,0.0,4870.0
2015-08-04,36.0,0.0,4870.0
2015-08-05,36.9,0.0,4870.0
2015-08-06,37.0,30.0,4870.0
2015-08-10,37.6,0.0,4870.0
2015-08-11,38.8,8.333333333333332,4870.0
2015-08-12,37.4,4.0,4870.0
2015-08-13,37.5,0.0,4870.0
2015-08-14,38.8,50.0,4870.0
2015-08-17,41.9,15.0,4870.0
2015-08-18,42.3,8.333333333333334,4870.0
2015-08-19,40.8,10.0,4870.0
2015-08-20,39.7,0.0,4870.0
2015-08-21,40.5,0.0,4870.0
2015-08-24,39.1,0.0,4870.0
2015-08-25,42.5,0.0,4870.0
2015-08-26,41.0,0.0,4870.0
2015-08-27,39.6,100.0,4870.0
2015-08-28,39.3,0.0,4870.0
2015-08-31,40.3,0.0,4870.0
2015-09-01,39.1,0.0,4870.0
2015-09-02,37.3,0.0,4870.0
2015-09-07,37.5,0.0,4870.0
2015-09-08,39.9,0.0,4870.0
2015-09-09,38.7,0.0,4870.0
2015-09-10,38.7,0.0,4870.0
2015-09-14,39.0,0.0,4870.0
2015-09-16,39.0,0.0,4870.0
2015-09-18,39.5,0.0,4870.0
2015-09-21,38.2,0.0,4870.0
2015-09-22,38.2,0.0,4870.0
2015-09-23,38.1,0.0,4870.0
2015-09-24,37.3,0.0,4870.0
2015-09-25,36.4,0.0,4870.0
2015-09-28,36.8,0.0,4870.0
2015-09-29,37.0,0.0,4870.0
2015-09-30,37.0,0.0,4870.0
2015-10-01,34.9,0.0,4870.0
2015-10-02,35.3,0.0,4870.0
2015-10-05,36.5,0.0,4870.0
2015-10-06,36.3,0.0,4870.0
2015-10-07,36.1,0.0,4870.0
2015-10-08,34.0,0.0,4870.0
2015-10-09,36.1,0.0,4870.0
2015-10-12,33.9,0.0,4870.0
2015-10-13,34.0,0.0,4870.0
2015-10-14,34.0,0.0,4870.0
2015-10-15,36.0,0.0,4870.0
2015-10-16,36.0,0.0,4870.0
2015-10-19,36.1,0.0,4870.0
2015-10-20,34.7,0.0,4870.0
2015-10-21,34.8,0.0,4870.0
2015-10-23,34.9,0.0,4870.0
2015-10-26,35.0,0.0,4870.0
2015-10-28,34.6,0.0,4870.0
2015-10-29,34.5,0.0,4870.0
2015-10-30,48.2,0.0,4870.0
2015-11-02,67.3,100.0,4870.0
2015-11-03,63.0,0.0,4870.0
2015-11-05,53.7,0.0,4870.0
2015-11-06,50.0,0.0,4870.0
2015-11-09,49.6,10.0,4870.0
2015-11-10,47.5,0.0,4870.0
2015-11-11,47.8,0.0,4870.0
2015-11-12,46.0,0.0,4870.0
2015-11-13,46.2,0.0,4870.0
2015-11-16,45.0,0.0,4870.0
2015-11-17,46.2,0.0,4870.0
2015-11-18,42.2,0.0,4870.0
2015-11-19,43.8,0.0,4870.0
2015-11-20,43.7,0.0,4870.0
2015-11-23,43.5,0.0,4870.0
2015-11-24,42.5,0.0,4870.0
2015-11-25,43.5,0.0,4870.0
2015-11-26,43.5,0.0,4870.0
2015-11-27,42.0,0.0,4870.0
2015-11-30,40.0,0.0,4870.0
2015-12-01,38.5,0.0,4870.0
2015-12-02,39.8,0.0,4870.0
2015-12-03,40.0,0.0,4870.0
2015-12-04,41.3,0.0,4870.0
2015-12-07,42.2,0.0,4870.0
2015-12-08,39.0,0.0,4870.0
2015-12-09,39.3,0.0,4870.0
2015-12-10,38.5,0.0,4870.0
2015-12-11,39.5,0.0,4870.0
2015-12-14,38.5,0.0,4870.0
2015-12-15,38.2,0.0,4870.0
2015-12-16,38.8,0.0,4870.0
2015-12-17,38.0,0.0,4870.0
2015-12-18,37.7,0.0,4870.0
2015-12-21,37.0,0.0,4870.0
2015-12-22,35.3,0.0,4870.0
2015-12-23,35.7,0.0,4870.0
2015-12-24,35.4,0.0,4870.0
2015-12-25,35.9,0.0,4870.0
2015-12-28,35.8,0.0,4870.0
2015-12-29,35.9,0.0,4870.0
2015-12-30,36.1,0.0,4870.0
2016-01-05,36.7,0.0,4870.0
2016-01-06,38.5,0.0,4870.0
2016-01-11,38.1,0.0,4870.0
2016-01-12,38.4,0.0,4870.0
2016-01-13,38.5,0.0,4870.0
2016-01-14,38.8,0.0,4870.0
2016-01-15,39.3,0.0,4870.0
2016-01-18,40.0,0.0,4870.0
2016-01-19,43.2,0.0,4870.0
2016-01-20,43.5,0.0,4870.0
2016-01-21,41.5,0.0,4870.0
2016-01-22,40.7,0.0,4870.0
2016-01-25,43.8,0.0,4870.0
2016-01-26,45.4,100.0,4870.0
2016-01-27,45.0,0.0,4830.0
2016-01-28,44.3,0.0,4760.0
2016-01-29,44.3,0.0,4760.0
2016-02-01,45.0,0.0,4760.0
2016-02-02,48.5,0.0,4760.0
2016-02-03,45.7,0.0,4760.0
2016-02-04,46.0,0.0,4760.0
2016-02-05,47.0,0.0,4760.0
2016-02-08,46.8,0.0,4760.0
2016-02-09,44.8,0.0,4760.0
2016-02-10,46.8,0.0,4760.0
2016-02-11,45.0,0.0,4760.0
2016-02-12,43.0,0.0,4760.0
2016-02-15,43.8,0.0,4760.0
2016-02-16,45.0,0.0,4760.0
2016-02-17,45.5,0.0,4760.0
2016-02-18,47.7,0.0,4760.0
2016-02-19,66.7,0.0,4760.0
2016-02-20,57.8,10.0,4760.0
2016-02-22,64.3,0.0,4760.0
2016-02-24,57.5,0.0,4760.0
2016-02-25,56.9,0.0,4760.0
2016-02-26,55.4,0.0,4760.0
2016-02-29,56.0,0.0,4760.0
2016-03-01,58.4,0.0,4760.0
2016-03-02,52.5,0.0,4760.0
2016-03-03,55.0,0.0,4760.0
2016-03-04,55.0,0.0,4760.0
2016-03-07,53.8,0.0,4760.0
2016-03-09,52.3,0.0,4760.0
2016-03-10,55.1,0.0,4760.0
2016-03-11,53.5,0.0,4760.0
2016-03-14,55.2,0.0,4760.0
2016-03-15,54.0,0.0,4760.0
2016-03-16,53.2,0.0,4760.0
2016-03-17,53.8,0.0,4760.0
2016-03-18,53.2,0.0,4760.0
2016-03-21,53.0,0.0,4760.0
2016-03-23,52.7,0.0,4760.0
2016-03-24,52.1,0.0,4760.0
2016-03-25,53.8,0.0,4760.0
2016-03-28,52.0,0.0,4760.0
2016-03-29,51.7,0.0,4760.0
2016-03-30,51.9,0.0,4760.0
2016-04-01,51.2,0.0,4760.0
2016-04-04,50.2,0.0,4760.0
2016-04-05,51.8,0.0,4760.0
2016-04-06,51.5,0.0,4760.0
2016-04-07,51.7,0.0,4760.0
2016-04-08,51.2,0.0,4760.0
2016-04-11,52.4,0.0,4760.0
2016-04-12,51.5,0.0,4760.0
2016-04-14,51.8,0.0,4760.0
2016-04-15,53.3,0.0,4760.0
2016-04-18,52.7,0.0,4760.0
2016-04-19,51.6,0.0,4760.0
2016-04-20,51.9,0.0,4760.0
2016-04-21,51.7,0.0,4760.0
2016-04-22,51.9,0.0,4760.0
2016-04-25,55.4,0.0,4760.0
2016-04-26,60.0,0.0,4760.0
2016-04-27,55.0,0.0,4760.0
2016-04-28,53.7,0.0,4760.0
2016-04-29,52.4,0.0,4760.0
2016-05-04,53.9,0.0,4760.0
2016-05-05,52.4,0.0,4760.0
2016-05-06,52.1,0.0,4760.0
2016-05-10,51.0,0.0,4760.0
2016-05-11,53.8,0.0,4760.0
2016-05-12,55.0,0.0,4760.0
2016-05-13,54.5,0.0,4760.0
2016-05-16,52.7,0.0,4760.0
2016-05-17,53.0,0.0,4760.0
2016-05-18,52.2,0.0,4760.0
2016-05-19,52.0,0.0,4760.0
2016-05-20,52.4,0.0,4760.0
2016-05-23,51.5,0.0,4760.0
2016-05-25,53.1,0.0,4760.0
2016-05-26,53.5,0.0,4760.0
2016-05-27,53.7,0.0,4760.0
2016-05-30,53.7,0.0,4760.0
2016-06-01,51.2,0.0,4760.0
2016-06-02,49.0,0.0,4760.0
2016-06-03,51.4,0.0,4760.0
2016-06-06,53.5,0.0,4760.0
2016-06-07,51.8,0.0,4760.0
2016-06-09,50.0,0.0,4760.0
2016-06-10,50.0,0.0,4760.0
2016-06-14,48.5,0.0,4760.0
2016-06-16,48.6,0.0,4760.0
2016-06-17,49.4,0.0,4760.0
2016-06-21,47.6,0.0,4760.0
2016-06-22,47.7,0.0,4760.0
2016-06-23,48.4,0.0,4760.0
2016-06-24,49.1,0.0,4760.0
2016-06-28,48.4,0.0,4760.0
2016-06-30,46.8,0.0,4760.0
2016-07-04,47.0,0.0,4760.0
2016-07-05,47.0,0.0,4760.0
2016-07-06,47.8,0.0,4760.0
2016-07-07,48.7,0.0,4760.0
2016-07-08,46.8,0.0,4760.0
2016-07-11,46.0,0.0,4760.0
2016-07-12,47.4,0.0,4760.0
2016-07-13,47.0,0.0,4760.0
2016-07-14,45.6,0.0,4760.0
2016-07-15,46.5,0.0,4760.0
2016-07-19,45.0,0.0,4760.0
2016-07-20,45.5,0.0,4760.0
2016-07-21,46.0,0.0,4760.0
2016-07-22,46.9,0.0,4760.0
2016-07-25,46.5,0.0,4760.0
2016-07-26,46.0,0.0,4760.0
2016-07-27,46.4,0.0,4760.0
2016-07-28,46.1,0.0,4760.0
2016-07-29,46.1,0.0,4760.0
2016-08-01,47.0,0.0,4760.0
2016-08-03,46.4,0.0,4760.0
2016-08-04,46.5,0.0,4760.0
2016-08-05,46.1,0.0,4760.0
2016-08-08,47.0,0.0,4760.0
2016-08-09,47.0,0.0,4760.0
2016-08-12,48.6,0.0,4760.0
2016-08-15,48.2,0.0,4760.0
2016-08-16,49.0,0.0,4760.0
2016-08-17,47.7,0.0,4760.0
2016-08-19,53.1,0.0,4760.0
2016-08-22,48.1,0.0,4760.0
2016-08-23,48.5,0.0,4760.0
2016-08-25,49.8,0.0,4760.0
2016-08-26,48.6,0.0,4760.0
2016-08-29,48.9,0.0,4760.0
2016-08-30,49.4,0.0,4760.0
2016-08-31,50.4,0.0,4760.0
2016-09-01,50.6,0.0,4760.0
2016-09-02,51.4,0.0,4760.0
2016-09-05,54.8,0.0,4760.0
2016-09-06,54.7,0.0,4760.0
2016-09-07,53.0,0.0,4760.0
2016-09-09,48.3,0.0,4760.0
2016-09-12,47.8,0.0,4760.0
2016-09-13,48.0,0.0,4760.0
2016-09-14,48.1,0.0,4760.0
2016-09-15,48.0,0.0,4760.0
2016-09-16,47.9,0.0,4760.0
2016-09-19,47.9,0.0,4760.0
2016-09-20,47.9,0.0,4760.0
2016-09-21,47.8,0.0,4760.0
2016-09-22,48.1,0.0,4760.0
2016-09-23,48.1,0.0,4760.0
2016-09-26,47.2,0.0,4760.0
2016-09-27,46.8,0.0,4760.0
2016-09-28,47.3,0.0,4760.0
2016-09-29,47.9,0.0,4760.0
2016-09-30,47.3,0.0,4760.0
2016-10-03,46.3,0.0,4760.0
2016-10-05,48.0,0.0,4760.0
2016-10-06,47.2,0.0,4760.0
2016-10-07,47.1,0.0,4760.0
2016-10-11,46.4,0.0,4760.0
2016-10-12,47.3,0.0,4760.0
2016-10-13,47.0,0.0,4760.0
2016-10-14,46.7,0.0,4760.0
2016-10-17,48.0,0.0,4760.0
2016-10-18,46.6,0.0,4760.0
2016-10-21,46.3,0.0,4760.0
2016-10-24,47.0,0.0,4760.0
2016-10-25,47.8,0.0,4760.0
2016-10-27,45.5,0.0,4760.0
2016-10-28,47.2,0.0,4760.0
2016-10-31,45.7,0.0,4760.0
2016-11-01,45.5,0.0,4760.0
2016-11-08,46.1,0.0,4760.0
2016-11-09,45.6,0.0,4760.0
2016-11-10,46.0,0.0,4760.0
2016-11-11,46.5,0.0,4760.0
2016-11-14,47.5,0.0,4760.0
2016-11-16,49.4,0.0,4760.0
2016-11-17,48.0,0.0,4760.0
2016-11-18,47.9,0.0,4760.0
2016-11-21,48.8,0.0,4760.0
2016-11-22,50.0,0.0,4760.0
2016-11-23,48.7,0.0,4760.0
2016-11-24,47.1,0.0,4760.0
2016-11-25,45.9,0.0,4760.0
2016-11-28,47.5,0.0,4760.0
2016-11-29,46.8,0.0,4760.0
2016-11-30,46.4,0.0,4760.0
2016-12-01,47.3,0.0,4760.0
2016-12-02,48.0,0.0,4760.0
2016-12-07,47.7,0.0,4760.0
2016-12-08,47.7,0.0,4760.0
2016-12-09,46.6,0.0,4760.0
2016-12-12,46.2,0.0,4760.0
2016-12-13,45.6,0.0,4760.0
2016-12-14,46.0,0.0,4760.0
2016-12-15,46.8,0.0,4760.0
2016-12-16,46.9,0.0,4760.0
2016-12-19,46.5,0.0,4760.0
2016-12-20,46.9,0.0,4760.0
2016-12-21,46.0,0.0,4760.0
2016-12-22,46.0,0.0,4760.0
2016-12-23,47.0,0.0,4760.0
2016-12-26,48.0,0.0,4760.0
2016-12-27,46.3,0.0,4760.0
2016-12-28,46.0,0.0,4760.0
2016-12-29,47.1,0.0,4760.0
2016-12-30,47.7,0.0,4760.0
2017-01-03,46.9,0.0,4760.0
2017-01-04,46.8,0.0,4760.0
2017-01-05,46.7,0.0,4760.0
2017-01-06,47.1,100.0,4760.0
2017-01-09,46.1,0.0,4660.0
2017-01-10,45.7,0.0,4620.0
2017-01-11,45.7,0.0,4620.0
2017-01-12,45.7,0.0,4620.0
2017-01-13,45.7,0.0,4620.0
2017-01-16,46.3,0.0,4680.0
2017-01-18,46.4,0.0,4690.0
2017-01-19,45.6,0.0,4610.0
2017-01-20,45.9,0.0,4640.0
2017-01-23,45.5,0.0,4600.0
2017-01-24,45.2,0.0,4570.0
2017-01-25,47.7,0.0,4820.0
2017-01-26,47.2,0.0,4770.0
2017-01-27,47.2,0.0,4770.0
2017-01-30,48.0,0.0,4850.0
2017-01-31,48.3,0.0,4880.0
2017-02-01,47.8,0.0,4830.0
2017-02-02,48.7,0.0,4920.0
2017-02-03,48.1,0.0,4860.0
2017-02-06,47.8,0.0,4830.0
2017-02-07,47.8,0.0,4830.0
2017-02-08,47.0,0.0,4750.0
2017-02-09,46.0,0.0,4650.0
2017-02-10,47.4,0.0,4790.0
2017-02-13,47.9,0.0,4840.0
2017-02-14,47.8,0.0,4830.0
2017-02-15,46.2,0.0,4830.0
2017-02-16,45.7,0.0,4830.0
2017-02-17,46.8,0.0,4830.0
2017-02-20,50.0,0.0,4830.0
2017-02-21,47.8,0.0,4830.0
2017-02-22,47.9,0.0,4830.0
2017-02-27,44.5,0.0,4830.0
2017-02-28,44.1,0.0,4830.0
2017-03-01,46.5,0.0,4830.0
2017-03-02,45.4,0.0,4830.0
2017-03-03,46.5,0.0,4830.0
2017-03-07,44.8,0.0,4830.0
2017-03-09,45.1,0.0,4830.0
2017-03-10,40.4,0.0,4830.0
2017-03-13,40.4,0.0,4830.0
2017-03-14,40.5,0.0,4830.0
2017-03-15,42.9,0.0,4830.0
2017-03-16,42.0,0.0,4830.0
2017-03-17,41.6,0.0,4830.0
2017-03-20,43.9,0.0,4830.0
2017-03-21,43.2,0.0,4830.0
2017-03-22,44.4,0.0,4830.0
2017-03-23,42.5,0.0,4830.0
2017-03-27,40.0,0.0,4830.0
2017-03-28,40.8,0.0,4830.0
2017-03-29,40.4,0.0,4830.0
2017-03-30,43.3,0.0,4830.0
2017-03-31,41.0,0.0,4830.0
2017-04-03,40.8,0.0,4830.0
2017-04-04,39.3,0.0,4830.0
2017-04-05,40.0,0.0,4830.0
2017-04-06,40.8,0.0,4830.0
2017-04-07,38.4,0.0,4830.0
2017-04-10,37.0,0.0,4830.0
2017-04-12,37.4,0.0,4830.0
2017-04-13,37.1,0.0,4830.0
2017-04-17,39.0,0.0,4830.0
2017-04-18,39.0,0.0,4830.0
2017-04-21,37.1,0.0,4830.0
2017-04-25,38.5,0.0,4830.0
2017-04-26,39.1,0.0,4830.0
2017-04-28,39.0,0.0,4830.0
2017-05-02,37.1,0.0,4830.0
2017-05-04,37.0,0.0,4830.0
2017-05-10,37.8,0.0,4830.0
2017-05-11,37.0,0.0,4830.0
2017-05-12,37.3,0.0,4830.0
2017-05-17,38.8,0.0,4830.0
2017-05-18,31.6,0.0,4830.0
2017-05-19,30.6,0.0,4830.0
2017-05-22,30.3,0.0,4830.0
2017-05-23,31.0,0.0,4830.0
2017-05-24,30.7,0.0,4830.0
2017-05-25,30.8,0.0,4830.0
2017-05-26,31.4,0.0,4830.0
2017-05-30,30.9,0.0,4830.0
2017-05-31,30.3,0.0,4830.0
2017-06-01,30.0,0.0,4830.0
2017-06-02,29.6,0.0,4830.0
2017-06-05,30.3,0.0,4830.0
2017-06-20,32.9,0.0,4830.0
2017-06-21,33.0,0.0,4830.0
2017-06-27,31.1,100.0,4830.0
2017-06-30,34.9,0.0,5210.0
2017-07-03,30.0,0.0,4720.0
2017-07-04,34.0,0.0,5120.0
2017-07-05,37.0,0.0,5420.0
2017-07-07,46.6,0.0,6380.0
2017-07-10,40.9,0.0,5810.0
2017-07-11,45.4,0.0,6260.0
2017-07-12,41.8,100.0,5900.0
2017-07-13,37.6,10.0,5480.0
2017-07-14,41.9,0.0,5910.0
2017-07-17,38.4,0.0,5560.0
2017-07-18,38.1,0.0,5530.0
2017-07-19,35.1,30.0,5230.0
2017-07-20,40.3,10.0,5750.0
2017-07-21,39.0,0.0,5620.0
2017-07-24,42.4,0.0,5960.0
2017-07-25,41.0,0.0,5820.0
2017-07-26,37.8,0.0,5500.0
2017-07-27,38.5,0.0,5570.0
2017-07-28,40.6,0.0,5780.0
2017-07-31,39.0,0.0,5620.0
2017-08-01,38.7,0.0,5590.0
2017-08-02,39.0,0.0,5620.0
2017-08-03,39.6,0.0,5680.0
2017-08-04,38.9,0.0,5610.0
2017-08-07,36.5,0.0,5370.0
2017-08-08,37.5,0.0,5470.0
2017-08-09,36.9,0.0,5410.0
2017-08-10,38.3,0.0,5550.0
2017-08-15,35.2,0.0,5240.0
2017-08-16,35.9,0.0,5310.0
2017-08-17,33.4,0.0,5060.0
2017-08-18,35.0,0.0,5220.0
2017-08-22,34.0,0.0,5120.0
2017-08-23,33.1,0.0,5030.0
2017-08-25,32.7,0.0,4990.0
2017-08-28,32.1,0.0,4930.0
2017-08-29,34.0,0.0,5120.0
2017-08-30,32.2,0.0,4940.0
2017-08-31,33.1,0.0,5030.0
2017-09-01,33.1,0.0,5030.0
2017-09-06,34.3,0.0,5150.0
2017-09-07,34.4,0.0,5160.0
2017-09-11,33.5,0.0,5070.0
2017-09-13,32.8,0.0,5000.0
2017-09-15,33.0,0.0,5020.0
2017-09-19,32.4,0.0,4960.0
2017-09-20,34.6,0.0,5180.0
2017-09-22,32.8,0.0,5000.0
2017-09-25,32.5,0.0,4970.0
2017-09-26,31.6,0.0,4880.0
2017-09-27,31.0,0.0,4820.0
2017-09-28,31.0,0.0,4820.0
2017-09-29,31.0,0.0,4820.0
2017-10-02,31.0,0.0,4820.0
2017-10-03,31.3,0.0,4850.0
2017-10-04,32.3,0.0,4950.0
2017-10-05,30.0,0.0,4720.0
2017-10-06,30.9,0.0,4810.0
2017-10-09,30.6,0.0,4780.0
2017-10-11,30.8,0.0,4800.0
2017-10-12,30.8,0.0,4800.0
2017-10-13,31.9,0.0,4910.0
2017-10-16,32.4,0.0,4960.0
2017-10-17,32.5,0.0,4970.0
2017-10-18,31.2,0.0,4840.0
2017-10-20,31.3,0.0,4850.0
2017-10-23,31.5,0.0,4870.0
2017-10-30,31.8,0.0,4900.0
2017-10-31,31.2,0.0,4840.0
2017-11-01,31.2,0.0,4840.0
2017-11-02,31.0,0.0,4820.0
2017-11-07,30.9,0.0,4810.0
2017-11-08,31.8,0.0,4900.0
2017-11-09,31.2,0.0,4840.0
2017-11-10,31.3,0.0,4850.0
2017-11-13,30.4,0.0,4760.0
2017-11-14,30.7,0.0,4790.0
2017-11-15,30.7,0.0,4790.0
2017-11-16,30.0,0.0,4720.0
2017-11-20,37.4,70.0,5460.0
2017-11-21,34.1,0.0,5130.0
2017-11-22,34.4,10.0,5160.0
2017-11-23,35.2,20.0,5240.0
2017-11-24,34.5,0.0,5170.0
2017-11-27,34.6,0.0,5180.0
2017-11-28,33.9,100.0,5110.0
2017-11-29,33.9,0.0,5110.0
2017-11-30,33.5,50.0,5070.0
2017-12-01,32.5,0.0,4970.0
2017-12-04,32.4,100.0,4960.0
2017-12-05,35.8,10.0,5300.0
2017-12-06,43.0,19.736842105263158,6020.0
2017-12-07,39.6,7.5,5680.0
2017-12-08,37.8,6.25,5500.0
2017-12-11,35.6,8.75,5280.0
2017-12-12,34.6,0.0,5180.0
2017-12-13,35.7,0.0,5180.0
2017-12-14,35.4,0.0,5180.0
2017-12-15,35.1,0.0,5180.0
2017-12-18,35.6,0.0,5180.0
2017-12-19,34.4,0.0,5180.0
2017-12-20,34.5,10.0,5180.0
2017-12-21,34.9,0.0,5180.0
2017-12-22,33.1,0.0,5180.0
2017-12-25,33.7,25.0,5180.0
2017-12-26,33.4,10.0,5180.0
2017-12-27,33.5,0.0,5180.0
2017-12-28,32.4,0.0,5180.0
2017-12-29,33.3,0.0,5180.0
2018-01-03,33.7,0.0,5180.0
2018-01-04,33.9,0.0,5180.0
2018-01-05,34.2,0.0,5180.0
2018-01-09,34.5,0.0,5180.0
2018-01-10,35.1,100.0,5180.0
2018-01-11,35.5,0.0,5220.0
2018-01-12,35.6,0.0,5220.0
2018-01-15,37.1,100.0,5220.0
2018-01-16,36.9,0.0,5200.0
2018-01-17,36.6,0.0,5200.0
2018-01-18,36.0,0.0,5200.0
2018-01-19,36.5,100.0,5200.0
2018-01-22,36.5,45.0,5200.0
2018-01-23,35.0,11.904761904761903,5200.0
2018-01-24,35.7,5.0,5200.0
2018-01-25,36.4,0.0,5200.0
2018-01-26,35.1,10.0,5200.0
2018-01-29,34.9,0.0,5200.0
2018-01-30,34.9,0.0,5200.0
2018-01-31,34.5,100.0,5200.0
2018-02-01,34.2,0.0,5170.0
2018-02-02,33.6,0.0,5170.0
2018-02-05,33.0,0.0,5170.0
2018-02-06,32.0,0.0,5170.0
2018-02-07,32.3,0.0,5170.0
2018-02-08,31.4,0.0,5170.0
2018-02-09,30.6,0.0,5170.0
2018-02-12,31.1,0.0,5170.0
2018-02-13,31.2,0.0,5170.0
2018-02-14,31.9,0.0,5170.0
2018-02-15,33.0,0.0,5170.0
2018-02-16,32.3,0.0,5170.0
2018-02-19,31.7,0.0,5170.0
2018-02-20,30.1,0.0,5170.0
2018-02-21,31.5,0.0,5170.0
2018-02-22,31.4,0.0,5170.0
2018-02-26,31.9,0.0,5170.0
2018-02-27,30.7,10.0,5170.0
2018-02-28,30.7,0.0,5170.0
2018-03-01,30.7,0.0,5170.0
2018-03-02,30.7,0.0,5170.0
2018-03-05,30.9,0.0,5170.0
2018-03-06,31.0,0.0,5170.0
2018-03-07,32.1,10.0,5170.0
2018-03-09,32.0,0.0,5170.0
2018-03-12,32.7,0.0,5170.0
2018-03-13,31.5,0.0,5170.0
2018-03-14,31.8,0.0,5170.0
2018-03-15,31.9,0.0,5170.0
2018-03-16,32.0,0.0,5170.0
2018-03-19,31.6,0.0,5170.0
2018-03-20,31.0,0.0,5170.0
2018-03-21,31.0,100.0,5170.0
2018-03-22,30.0,10.0,5070.0
2018-03-23,30.6,0.0,5130.0
2018-03-26,30.8,0.0,5150.0
2018-03-27,30.8,0.0,5150.0
2018-03-28,30.7,0.0,5140.0
2018-03-29,30.8,0.0,5150.0
2018-03-30,30.8,0.0,5150.0
2018-04-02,30.9,0.0,5160.0
2018-04-03,31.7,0.0,5240.0
2018-04-04,31.3,0.0,5200.0
2018-04-05,31.4,100.0,5210.0
2018-04-06,31.3,0.0,5200.0
2018-04-09,30.3,0.0,5100.0
2018-04-10,31.2,0.0,5190.0
2018-04-11,28.9,100.0,4960.0
2018-04-12,29.2,0.0,4990.0
2018-04-13,29.2,0.0,4990.0
2018-04-16,28.9,0.0,4960.0
2018-04-17,29.5,100.0,5020.0
2018-04-18,28.0,0.0,4870.0
2018-04-19,28.5,0.0,4920.0
2018-04-20,28.1,0.0,4880.0
2018-04-23,28.5,0.0,4920.0
2018-04-24,28.2,0.0,4890.0
2018-04-25,28.2,0.0,4890.0
2018-04-26,27.6,0.0,4830.0
2018-04-27,27.7,0.0,4840.0
2018-04-30,27.9,0.0,4860.0
2018-05-03,27.6,0.0,4830.0
2018-05-04,27.7,0.0,4840.0
2018-05-08,29.3,0.0,5000.0
2018-05-10,28.4,0.0,4910.0
2018-05-11,27.2,0.0,4790.0
2018-05-15,29.1,0.0,4980.0
2018-05-16,29.4,0.0,5010.0
2018-05-17,29.8,0.0,5050.0
2018-05-18,29.8,0.0,5050.0
2018-05-21,29.5,0.0,5020.0
2018-05-22,28.8,0.0,4950.0
2018-05-23,29.0,0.0,4970.0
2018-05-24,28.2,0.0,4890.0
2018-05-25,29.2,10.0,4990.0
2018-05-28,28.3,0.0,4900.0
2018-05-29,30.6,100.0,5130.0
2018-05-30,27.5,0.0,4820.0
2018-05-31,27.5,0.0,4820.0
2018-06-01,27.9,0.0,4860.0
2018-06-04,26.9,0.0,4760.0
2018-06-05,26.5,0.0,4720.0
2018-06-06,26.8,0.0,4750.0
2018-06-07,26.3,0.0,4700.0
2018-06-08,26.9,0.0,4760.0
2018-06-11,27.5,0.0,4820.0
2018-06-13,26.6,0.0,4730.0
2018-06-14,26.5,0.0,4720.0
2018-06-15,26.6,0.0,4730.0
2018-06-18,27.2,0.0,4790.0
2018-06-20,26.6,0.0,4730.0
2018-06-21,26.3,0.0,4700.0
2018-06-22,26.1,0.0,4680.0
2018-06-25,26.6,0.0,4730.0
2018-06-26,26.0,0.0,4670.0
2018-06-28,26.6,0.0,4730.0
2018-06-29,27.5,100.0,4820.0
2018-07-02,27.5,0.0,4820.0
2018-07-03,26.0,0.0,4670.0
2018-07-04,26.2,0.0,4690.0
2018-07-06,25.9,0.0,4660.0
2018-07-09,26.0,0.0,4670.0
2018-07-10,25.9,100.0,4660.0
2018-07-12,25.9,0.0,4660.0
2018-07-13,25.6,100.0,4630.0
2018-07-16,26.0,0.0,4670.0
2018-07-17,25.9,0.0,4660.0
2018-07-18,26.0,0.0,4670.0
2018-07-19,26.0,0.0,4670.0
2018-07-20,25.5,0.0,4620.0
2018-07-23,25.1,0.0,4580.0
2018-07-25,25.0,0.0,4570.0
2018-07-31,25.0,0.0,4570.0
2018-08-01,29.6,75.0,5030.0
2018-08-02,26.2,10.0,4690.0
2018-08-03,29.9,10.0,5060.0
2018-08-06,28.2,0.0,4890.0
2018-08-07,27.2,0.0,4790.0
2018-08-08,27.6,3.333333333333333,4830.0
2018-08-09,26.5,0.0,4720.0
2018-08-10,26.2,0.0,4690.0
2018-08-13,26.8,0.0,4750.0
2018-08-14,26.4,0.0,4710.0
2018-08-15,26.9,10.0,4760.0
2018-08-17,27.0,0.0,4770.0
2018-08-20,27.0,0.0,4770.0
2018-08-21,26.2,0.0,4690.0
2018-08-22,26.3,50.0,4700.0
2018-08-27,26.3,0.0,4700.0
2018-08-28,26.8,0.0,4750.0
