ahe,female,ne,midwest,south,west,race,yrseduc,ba,hsdipl,age
8.653845787,0,1,0,0,0,1,10,0,0,43
14.42307663,0,1,0,0,0,1,12,0,1,34
16.1713295,0,1,0,0,0,1,12,0,1,42
24.78632545,0,1,0,0,0,1,12,0,1,45
15.38461494,1,1,0,0,0,1,12,0,1,40
17.48251724,1,1,0,0,0,1,12,0,1,52
24.5,0,1,0,0,0,1,12,0,1,44
10.2564106,1,1,0,0,0,1,14,0,1,38
7.498076916,0,1,0,0,0,1,12,0,1,32
6.730769157,1,1,0,0,0,1,12,0,1,28
25,1,1,0,0,0,1,12,0,1,49
12.23776245,0,1,0,0,0,1,14,0,1,45
7.451922894,1,1,0,0,0,1,12,0,1,43
12.01923084,0,1,0,0,0,1,11,0,0,35
8.653845787,1,1,0,0,0,1,11,0,0,34
28.84615326,0,1,0,0,0,1,16,1,1,47
6.593406677,1,1,0,0,0,1,16,1,1,52
13.94278812,1,1,0,0,0,1,16,1,1,39
11.53846169,0,1,0,0,0,1,12,0,1,41
19.23077011,0,1,0,0,0,1,13,0,1,39
12.01923084,0,1,0,0,0,1,12,0,1,49
11.53846169,1,1,0,0,0,1,12,0,1,47
25,0,1,0,0,0,1,12,0,1,50
14.42307663,0,1,0,0,0,1,12,0,1,48
10.09615421,1,1,0,0,0,1,12,0,1,45
16.82692337,1,1,0,0,0,1,16,1,1,50
4.625223637,0,1,0,0,0,1,12,0,1,33
12.98076916,0,1,0,0,0,1,10,0,0,36
8.653845787,1,1,0,0,0,1,12,0,1,37
10.57692337,0,1,0,0,0,1,16,1,1,33
13.43028831,0,1,0,0,0,1,14,0,1,29
9.134614944,1,1,0,0,0,1,14,0,1,29
25,0,1,0,0,0,1,18,1,1,51
23.07692337,1,1,0,0,0,1,12,0,1,50
12.01923084,0,1,0,0,0,1,12,0,1,42
13.46153831,0,1,0,0,0,1,9,0,0,42
18.26922989,0,1,0,0,0,1,12,0,1,28
21.82952118,0,1,0,0,0,1,16,1,1,41
11.43451118,1,1,0,0,0,1,16,1,1,38
24.03846169,0,1,0,0,0,1,14,0,1,50
11.53846169,1,1,0,0,0,1,12,0,1,51
10.09615421,0,1,0,0,0,1,12,0,1,46
5.096153736,1,1,0,0,0,1,12,0,1,47
8.547008514,1,1,0,0,0,1,12,0,1,30
28.84615326,0,1,0,0,0,1,12,0,1,51
26.53846169,0,1,0,0,0,1,16,1,1,44
9.615385056,1,1,0,0,0,1,12,0,1,47
43.26922989,0,1,0,0,0,1,12,0,1,42
8.17307663,0,1,0,0,0,1,8,0,0,56
21.35416603,0,1,0,0,0,1,11,0,0,50
15.92307663,1,1,0,0,0,1,19,1,1,39
12.23776245,0,1,0,0,0,1,19,1,1,34
10.09615421,1,1,0,0,0,1,12,0,1,47
28.5714283,0,1,0,0,0,1,16,1,1,37
16.82692337,1,1,0,0,0,1,16,1,1,32
12.30769253,0,1,0,0,0,1,16,1,1,30
22.59615326,0,1,0,0,0,1,9,0,0,49
15.38461494,0,1,0,0,0,1,12,0,1,57
10.09615421,1,1,0,0,0,1,16,1,1,56
6.461538315,0,1,0,0,0,1,12,0,1,45
14.17004013,1,1,0,0,0,1,14,0,1,44
18.75,1,1,0,0,0,1,14,0,1,39
17.15686226,0,1,0,0,0,1,12,0,1,43
10.09615421,0,1,0,0,0,1,13,0,1,30
9.134614944,1,1,0,0,0,1,13,0,1,26
7.276507378,0,1,0,0,0,1,12,0,1,56
10.72485161,0,1,0,0,0,1,10,0,0,40
8.241758347,1,1,0,0,0,1,12,0,1,30
13.94230747,1,1,0,0,0,1,12,0,1,30
7.211538315,0,1,0,0,0,1,12,0,1,32
18.49615479,1,1,0,0,0,1,13,0,1,38
17.78846169,0,1,0,0,0,1,12,0,1,53
7.932692528,0,1,0,0,0,1,12,0,1,45
7.932692528,1,1,0,0,0,1,12,0,1,26
13.11188793,0,1,0,0,0,1,12,0,1,35
17.30769157,0,1,0,0,0,1,16,1,1,44
17.30769157,0,1,0,0,0,1,16,1,1,33
6.923077106,0,1,0,0,0,1,12,0,1,28
13.63247871,1,1,0,0,0,1,18,1,1,48
8.25,1,1,0,0,0,1,12,0,1,30
17.5,0,1,0,0,0,1,12,0,1,54
6.07338047,1,1,0,0,0,1,16,1,1,50
10.76007366,0,1,0,0,0,1,12,0,1,49
11.76730728,0,1,0,0,0,1,12,0,1,31
15.9793272,1,1,0,0,0,1,12,0,1,29
28.84615326,0,1,0,0,0,1,14,0,1,50
19.71153831,1,1,0,0,0,1,13,0,1,58
22.77327919,1,1,0,0,0,1,18,1,1,47
25,0,1,0,0,0,1,12,0,1,45
12.75510216,0,1,0,0,0,1,12,0,1,42
23.84615326,0,0,1,0,0,1,16,1,1,27
23.17307663,0,0,1,0,0,1,16,1,1,30
12.14574909,0,0,1,0,0,1,12,0,1,44
7.211538315,0,0,1,0,0,2,12,0,1,26
23.84615326,1,0,1,0,0,1,18,1,1,45
9.615385056,0,0,1,0,0,2,6,0,0,60
4.807692528,0,0,1,0,0,2,11,0,0,27
25,0,0,1,0,0,1,16,1,1,56
12.82051277,0,0,1,0,0,1,12,0,1,44
36.05769348,0,0,1,0,0,1,12,0,1,61
14.23076916,0,0,1,0,0,1,11,0,0,45
4.945192337,1,0,1,0,0,1,12,0,1,41
16.34615326,0,0,1,0,0,1,12,0,1,51
9.245562553,0,0,1,0,0,1,13,0,1,28
20.19230843,0,0,1,0,0,1,12,0,1,44
32.69230652,0,0,1,0,0,1,16,1,1,43
26.92307663,0,0,1,0,0,1,13,0,1,52
26.44230843,0,0,1,0,0,1,13,0,1,44
12.01923084,1,0,1,0,0,1,12,0,1,59
10.13798046,0,0,1,0,0,1,12,0,1,28
5.528846264,1,0,1,0,0,2,12,0,1,26
8.346154213,1,0,1,0,0,1,12,0,1,30
26.92307663,1,0,1,0,0,1,20,1,1,45
29.80769157,0,0,1,0,0,1,19,1,1,35
10.54471111,1,0,1,0,0,2,13,0,1,47
14.42307663,0,0,1,0,0,1,12,0,1,30
9.375,1,0,1,0,0,1,12,0,1,40
15.38461494,0,0,1,0,0,1,12,0,1,42
23.07692337,0,0,1,0,0,1,16,1,1,30
12.01923084,1,0,1,0,0,1,16,1,1,28
4.567307472,1,0,1,0,0,1,11,0,0,42
4.326922894,0,0,1,0,0,1,11,0,0,48
13.2867136,0,0,1,0,0,1,12,0,0,48
16.64201164,1,0,1,0,0,1,11,0,0,44
14.42307663,0,0,1,0,0,1,12,0,1,48
14.19711494,1,0,1,0,0,1,18,1,1,46
9.471154213,0,0,1,0,0,1,13,0,1,27
5.384615421,1,0,1,0,0,1,12,0,1,28
8.974358559,0,0,1,0,0,1,12,0,1,36
10.47008514,0,0,1,0,0,1,12,0,1,29
14.42307663,1,0,1,0,0,1,16,1,1,59
14.42307663,1,0,1,0,0,1,12,0,1,60
17.5,0,0,1,0,0,1,16,1,1,29
12.39316273,1,0,1,0,0,1,16,1,1,28
7.692307472,1,0,1,0,0,1,13,0,1,31
2.142857075,1,0,1,0,0,1,12,0,1,29
31.25,0,0,1,0,0,1,12,0,1,32
7.211538315,1,0,1,0,0,1,12,0,1,32
3.846153736,1,0,1,0,0,1,11,0,0,26
11.53846169,0,0,1,0,0,1,12,0,1,35
25.17482567,0,0,1,0,0,1,13,0,1,57
17.94871712,1,0,1,0,0,1,12,0,1,37
14.42307663,0,0,1,0,0,1,13,0,1,34
16.82692337,0,0,1,0,0,1,12,0,1,36
19.23077011,0,0,1,0,0,1,10,0,0,57
5.288461685,0,0,1,0,0,1,12,0,1,40
4.39560461,1,0,1,0,0,1,11,0,0,45
5.932692528,1,0,1,0,0,1,16,1,1,34
11.8125,1,0,1,0,0,1,12,0,1,28
6.25,0,0,1,0,0,1,12,0,1,30
6.5625,1,0,1,0,0,1,12,0,1,25
18.42105293,0,0,1,0,0,1,12,0,1,43
13.46153831,0,0,1,0,0,1,14,0,1,36
24.03846169,0,0,1,0,0,1,12,0,1,52
20.67307663,0,0,1,0,0,1,12,0,1,51
28.51634598,0,0,1,0,0,1,13,0,1,43
13.09328938,0,0,1,0,0,1,13,0,1,47
11.53846169,0,0,1,0,0,1,13,0,1,39
6.04395628,1,0,1,0,0,1,13,0,1,30
8.776856422,0,0,1,0,0,1,12,0,1,37
11.50625038,1,0,1,0,0,1,13,0,1,37
10,1,0,1,0,0,1,14,0,1,58
8.75,1,0,1,0,0,1,16,1,1,32
14.42307663,1,0,1,0,0,1,18,1,1,44
22.11538506,0,0,1,0,0,1,12,0,1,43
29.72027969,1,0,1,0,0,1,18,1,1,55
27.40384674,0,0,1,0,0,1,12,0,1,49
9.615385056,0,0,1,0,0,1,12,0,1,41
15.73426533,0,0,1,0,0,1,10,0,0,56
14.67115402,1,0,1,0,0,1,14,0,1,52
13.78205109,0,0,1,0,0,1,13,0,1,29
15.11250019,1,0,1,0,0,1,12,0,1,50
18.26922989,1,0,1,0,0,1,16,1,1,36
15.76923084,0,0,1,0,0,1,14,0,1,49
12.5,1,0,1,0,0,1,13,0,1,48
9.615385056,1,0,1,0,0,1,14,0,1,34
17.69230843,0,0,1,0,0,1,12,0,1,43
14.66346169,0,0,1,0,0,2,12,0,1,44
16.34615326,1,0,1,0,0,2,12,0,1,37
6.593406677,1,0,1,0,0,1,13,0,1,37
19.23077011,0,0,1,0,0,1,12,0,1,49
11.05769253,1,0,1,0,0,1,12,0,1,36
11.22449017,0,0,1,0,0,2,13,0,1,26
11.53846169,0,0,1,0,0,1,11,0,0,52
9.829059601,1,0,1,0,0,1,12,0,1,47
11.05769253,0,0,1,0,0,1,12,0,1,29
12.83653831,1,0,1,0,0,1,16,1,1,43
16.49572563,0,0,1,0,0,1,11,0,0,30
12.98076916,1,0,1,0,0,1,18,1,1,43
7.741935253,0,0,1,0,0,2,18,1,1,42
22.50409126,1,0,1,0,0,1,19,1,1,32
25,1,0,1,0,0,1,13,0,1,41
19.23077011,0,0,1,0,0,1,13,0,1,48
16.82692337,1,0,1,0,0,3,18,1,1,40
21.63461494,0,0,1,0,0,1,12,0,1,35
28.5,0,0,1,0,0,1,18,1,1,60
24.572649,1,0,1,0,0,1,13,0,1,57
14.17004013,0,0,1,0,0,1,18,1,1,35
17.30769157,1,0,1,0,0,1,12,0,1,44
8.337550163,1,0,1,0,0,1,12,0,1,43
6.703296661,1,0,1,0,0,2,12,0,1,41
19.4798069,1,0,1,0,0,1,16,1,1,58
9.134614944,0,0,1,0,0,1,14,0,1,32
17.09401703,0,0,1,0,0,1,12,0,1,50
28.84615326,1,0,1,0,0,1,16,1,1,38
13.48076916,1,0,1,0,0,1,14,0,1,37
28.84615326,0,0,1,0,0,1,12,0,1,43
16.82692337,1,0,1,0,0,1,12,0,1,41
14.42307663,0,0,1,0,0,1,16,1,1,25
14.68531513,0,0,1,0,0,1,12,0,1,59
13.84615421,1,0,1,0,0,1,12,0,1,56
9.29487133,0,0,1,0,0,1,12,0,1,49
26.92307663,0,0,1,0,0,1,12,0,1,29
7.211538315,1,0,1,0,0,1,11,0,0,31
23.07692337,0,0,1,0,0,1,16,1,1,32
17.48251724,0,0,1,0,0,1,13,0,1,52
6.410256386,0,0,1,0,0,1,11,0,0,35
5.742856979,1,0,1,0,0,1,13,0,1,39
30.76922989,0,0,1,0,0,1,14,0,1,38
10.43956089,1,0,1,0,0,1,12,0,1,41
10.89743614,1,0,1,0,0,1,12,0,1,50
7.898039341,1,0,1,0,0,1,12,0,1,50
25,1,0,1,0,0,1,18,1,1,61
14.9572649,0,0,1,0,0,1,16,1,1,37
11.96581173,1,0,1,0,0,1,16,1,1,45
14.42307663,1,0,1,0,0,1,16,1,1,57
19.23077011,0,0,1,0,0,1,18,1,1,59
14.03365421,0,0,1,0,0,1,18,1,1,30
11.05769253,1,0,1,0,0,1,12,0,1,50
19.23077011,0,0,1,0,0,1,12,0,1,59
12.01923084,1,0,1,0,0,1,16,1,1,38
9.230769157,0,0,1,0,0,1,12,0,1,45
13.43701935,1,0,1,0,0,1,12,0,1,49
19.23077011,0,0,1,0,0,1,16,1,1,26
10,0,0,1,0,0,1,13,0,1,41
19.4285717,1,0,1,0,0,1,14,0,1,40
8.17307663,1,0,1,0,0,1,12,0,1,52
25.64102554,1,0,1,0,0,1,12,0,1,41
12.01923084,1,0,1,0,0,1,12,0,1,58
19.23077011,0,0,1,0,0,1,13,0,1,57
7.211538315,1,0,1,0,0,4,12,0,1,39
14.90384579,1,0,1,0,0,1,16,1,1,28
9.230769157,0,0,1,0,0,1,16,1,1,29
14.42307663,1,0,1,0,0,1,16,1,1,56
25,0,0,1,0,0,1,20,1,1,62
20,0,0,1,0,0,1,12,0,1,42
5.769230843,0,0,1,0,0,1,11,0,0,51
14.42307663,1,0,1,0,0,1,13,0,1,47
22.11538506,0,0,1,0,0,1,12,0,1,38
11.05769253,0,0,1,0,0,1,16,1,1,30
14.01098919,1,0,1,0,0,1,16,1,1,30
14.90384579,0,0,1,0,0,1,12,0,1,43
11.53846169,1,0,1,0,0,2,13,0,1,45
24.03846169,0,0,1,0,0,2,12,0,1,45
17.30769157,1,0,1,0,0,1,16,1,1,38
13.46153831,1,0,1,0,0,1,13,0,1,45
17.30769157,1,0,1,0,0,1,12,0,1,57
21.36752129,0,0,1,0,0,1,13,0,1,58
5.128205299,0,0,1,0,0,1,13,0,1,53
26.7628212,1,0,1,0,0,2,20,1,1,40
15.625,0,0,1,0,0,1,18,1,1,31
16.72240829,0,0,1,0,0,1,13,0,1,44
24.35897446,0,0,1,0,0,1,16,1,1,44
13.46153831,1,0,1,0,0,1,16,1,1,46
9.134614944,1,0,1,0,0,1,12,0,1,47
6.217948914,1,0,1,0,0,1,16,1,1,27
25,0,0,1,0,0,1,16,1,1,55
21.36752129,1,0,1,0,0,1,13,0,1,56
19.71153831,0,0,1,0,0,1,12,0,1,41
17.78846169,1,0,1,0,0,1,18,1,1,40
27.88461494,0,0,1,0,0,1,12,0,1,49
27.88461494,1,0,1,0,0,1,12,0,1,45
12.59157467,0,0,1,0,0,1,12,0,1,30
11.05769253,1,0,1,0,0,1,12,0,1,38
20.19230843,1,0,1,0,0,1,13,0,1,59
12.98076916,0,0,1,0,0,1,12,0,1,61
5.25,1,0,1,0,0,1,11,0,0,40
11.77884579,0,0,1,0,0,1,13,0,1,33
9.615385056,1,0,1,0,0,1,12,0,1,26
22.11538506,0,0,1,0,0,1,20,1,1,33
6,0,0,1,0,0,2,12,0,1,29
7.211538315,0,0,1,0,0,2,13,0,1,26
21.24807739,0,0,1,0,0,1,12,0,1,50
5.769230843,1,0,1,0,0,1,12,0,1,39
19.23077011,0,0,1,0,0,1,16,1,1,53
14.42307663,1,0,1,0,0,1,14,0,1,27
28.84615326,0,0,1,0,0,1,14,0,1,29
36.71363449,0,0,1,0,0,1,16,1,1,40
13.94230747,1,0,1,0,0,1,12,0,1,54
28.74055862,0,0,1,0,0,1,16,1,1,58
8.547115326,1,0,1,0,0,1,14,0,1,40
15.38461494,1,0,1,0,0,1,13,0,1,40
11.8115387,1,0,1,0,0,1,12,0,1,59
6.5312047,1,0,1,0,0,1,12,0,1,47
10,0,0,1,0,0,1,16,1,1,38
9.010989189,1,0,1,0,0,1,13,0,1,38
20,0,0,1,0,0,1,16,1,1,25
25.91346169,0,0,1,0,0,2,12,0,1,43
19.23077011,0,0,1,0,0,1,12,0,1,44
10.57692337,1,0,1,0,0,1,12,0,1,40
9.615385056,0,0,1,0,0,1,16,1,1,33
9.615385056,1,0,1,0,0,1,16,1,1,27
37.30769348,0,0,1,0,0,1,12,0,1,31
10,1,0,1,0,0,1,14,0,1,31
13.46153831,0,0,1,0,0,1,18,1,1,49
14.10256386,1,0,1,0,0,1,18,1,1,47
26.22377586,0,0,1,0,0,1,13,0,1,46
12.01923084,1,0,1,0,0,1,13,0,1,48
20.83333397,0,0,1,0,0,1,12,0,1,33
3.0625,0,0,1,0,0,1,12,0,1,39
13.46153831,1,0,1,0,0,1,12,0,1,29
22.64957237,1,0,1,0,0,1,18,1,1,60
29.32692337,1,0,1,0,0,1,13,0,1,41
31.92307663,0,0,1,0,0,1,18,1,1,43
5.244755268,1,0,1,0,0,1,13,0,1,58
38.94230652,0,0,1,0,0,1,18,1,1,56
26.92307663,0,0,1,0,0,1,16,1,1,39
14.42307663,0,0,1,0,0,4,16,1,1,59
14.42307663,1,0,1,0,0,4,16,1,1,51
17.30769157,0,0,1,0,0,4,16,1,1,25
7.142857075,1,0,1,0,0,1,8,0,0,39
13.46153831,0,0,1,0,0,1,10,0,0,39
16.97115326,0,0,1,0,0,1,16,1,1,33
7.211538315,1,0,1,0,0,1,12,0,1,29
22.59615326,1,0,1,0,0,1,18,1,1,28
12,1,0,1,0,0,2,18,1,1,54
19.23077011,0,0,1,0,0,1,12,0,1,61
14.42307663,0,0,1,0,0,1,12,0,1,33
19.15384674,0,0,1,0,0,1,12,0,1,40
12.83653831,1,0,1,0,0,1,12,0,1,39
7,0,0,1,0,0,1,12,0,1,36
19.23077011,0,0,1,0,0,1,12,0,1,58
15.86538506,1,0,1,0,0,1,13,0,1,56
14.67611313,1,0,1,0,0,1,14,0,1,31
13.73626328,0,0,1,0,0,1,16,1,1,25
14.42307663,0,0,1,0,0,1,16,1,1,41
13.94230747,1,0,1,0,0,1,13,0,1,41
13.12008572,0,0,1,0,0,1,12,0,1,46
15.78947353,1,0,1,0,0,1,14,0,1,25
9.615385056,1,0,1,0,0,1,12,0,1,28
16.92307663,0,0,1,0,0,1,13,0,1,29
20.19230843,0,0,1,0,0,1,12,0,1,38
12.01923084,1,0,1,0,0,1,12,0,1,51
6.862745285,1,0,1,0,0,1,12,0,1,52
21.63461494,0,0,1,0,0,1,12,0,1,55
7.091346264,0,0,1,0,0,1,13,0,1,38
10.01923084,1,0,1,0,0,1,12,0,1,40
25.48077011,0,0,1,0,0,1,12,0,1,42
14.66009617,1,0,1,0,0,1,14,0,1,46
14.25,0,0,1,0,0,1,13,0,1,26
13.43701935,1,0,1,0,0,1,12,0,1,51
40.38461685,0,0,1,0,0,1,12,0,1,60
16.68269157,0,0,1,0,0,1,14,0,1,51
31.92307663,0,0,1,0,0,1,18,1,1,41
12.17948723,0,0,1,0,0,1,18,1,1,47
28.84615326,0,0,1,0,0,1,18,1,1,38
25.93917656,1,0,1,0,0,1,18,1,1,31
18.46153831,0,0,1,0,0,1,16,1,1,33
7.211538315,0,0,1,0,0,2,12,0,1,40
16.34615326,1,0,1,0,0,2,12,0,1,36
24.42827415,0,0,1,0,0,1,14,0,1,59
12.26790428,1,0,1,0,0,1,14,0,1,50
15.73426533,0,0,1,0,0,1,9,0,0,61
17.58241844,0,0,1,0,0,1,16,1,1,49
11.90828419,0,0,1,0,0,1,14,0,1,45
10.57692337,1,0,1,0,0,1,12,0,1,43
5.865384579,1,0,1,0,0,1,11,0,0,35
2.884615421,1,0,1,0,0,2,13,0,1,45
14.78269196,0,0,1,0,0,1,13,0,1,41
13.27817535,1,0,1,0,0,1,13,0,1,36
33.65384674,0,0,1,0,0,1,18,1,1,52
15.38461494,1,0,1,0,0,1,16,1,1,50
10.57692337,0,0,1,0,0,2,12,0,1,51
15.38461494,1,0,1,0,0,2,14,0,1,44
26.44230843,0,0,1,0,0,1,16,1,1,39
28.84615326,1,0,1,0,0,1,18,1,1,39
10,1,0,1,0,0,1,11,0,0,47
6.410256386,1,0,1,0,0,2,16,1,1,41
16.82692337,0,0,1,0,0,2,16,1,1,42
7.769580364,1,0,1,0,0,1,14,0,1,35
19.23077011,0,0,1,0,0,1,16,1,1,51
17.88908768,0,0,1,0,0,1,16,1,1,52
17.52136803,0,0,1,0,0,1,12,0,1,46
16.43899155,1,0,1,0,0,1,18,1,1,48
12.98076916,0,0,1,0,0,1,12,0,1,42
9.615385056,1,0,1,0,0,1,10,0,0,47
10.51682663,1,0,1,0,0,1,12,0,1,54
17.83216858,0,0,1,0,0,1,12,0,1,46
12.98076916,1,0,1,0,0,1,12,0,1,48
20.94017029,0,0,1,0,0,1,13,0,1,31
9.615385056,1,0,1,0,0,1,12,0,1,30
26.44230843,0,0,1,0,0,1,18,1,1,29
14.42307663,1,0,1,0,0,1,16,1,1,27
14.28571415,1,0,1,0,0,1,16,1,1,45
25.64102554,1,0,1,0,0,1,16,1,1,39
24.03846169,0,0,1,0,0,1,16,1,1,38
10.09615421,1,0,1,0,0,1,13,0,1,31
10.57692337,0,0,1,0,0,1,10,0,0,39
8.653845787,1,0,1,0,0,1,11,0,0,47
21.40783691,0,0,1,0,0,1,14,0,1,44
24.03846169,0,0,1,0,0,1,16,1,1,27
12.01923084,0,0,1,0,0,2,16,1,1,49
11.53846169,1,0,1,0,0,2,16,1,1,64
11.53846169,1,0,1,0,0,2,16,1,1,35
16.54740524,0,0,1,0,0,1,13,0,1,55
12.01923084,0,0,1,0,0,1,13,0,1,57
9.615385056,1,0,1,0,0,1,13,0,1,29
24.4090004,0,0,1,0,0,1,12,0,1,56
21.15384674,0,0,1,0,0,2,16,1,1,30
24.03846169,1,0,1,0,0,1,16,1,1,44
11.53846169,1,0,1,0,0,1,12,0,1,33
13.46153831,1,0,1,0,0,1,19,1,1,58
24.65384674,1,0,1,0,0,2,16,1,1,33
10.30219746,1,0,1,0,0,1,13,0,1,41
15.38461494,0,0,1,0,0,1,18,1,1,32
15.38461494,1,0,1,0,0,1,16,1,1,29
10,0,0,1,0,0,2,16,1,1,25
37.88461685,0,0,1,0,0,1,18,1,1,52
11.18067932,1,0,1,0,0,1,12,0,1,38
9.615385056,0,0,1,0,0,1,12,0,0,59
9.230769157,0,0,1,0,0,1,12,0,1,36
10.57692337,1,0,1,0,0,1,13,0,1,38
24.67948723,0,0,1,0,0,1,19,1,1,47
27.34423065,0,0,1,0,0,1,18,1,1,49
21.15384674,1,0,1,0,0,1,16,1,1,57
5.288461685,1,0,1,0,0,1,10,0,0,25
9.305211067,1,0,1,0,0,2,12,0,0,35
8.653845787,1,0,1,0,0,1,12,0,1,53
12.98076916,1,0,1,0,0,1,12,0,1,36
21.63461494,0,0,1,0,0,1,16,1,1,52
6.688963413,0,0,1,0,0,1,13,0,1,27
7.349519253,1,0,1,0,0,1,14,0,1,31
22.43589783,0,0,1,0,0,1,12,0,1,34
15.38461494,1,0,1,0,0,1,16,1,1,35
20.19230843,0,0,1,0,0,1,12,0,1,54
6.40625,1,0,1,0,0,1,12,0,1,43
14.19413948,1,0,1,0,0,1,14,0,1,44
21.63461494,0,0,1,0,0,1,12,0,1,42
13.46153831,0,0,1,0,0,2,14,0,1,25
16.23931694,0,0,1,0,0,1,12,0,1,39
5.769230843,1,0,1,0,0,1,10,0,0,35
14.05576897,1,0,1,0,0,1,14,0,1,27
11.99198723,1,0,1,0,0,1,14,0,1,27
17.78846169,0,0,1,0,0,1,12,0,1,32
8.653845787,1,0,1,0,0,1,12,0,1,48
8.547008514,0,0,1,0,0,1,12,0,1,37
9.15750885,0,0,1,0,0,1,14,0,1,26
7.46869421,1,0,1,0,0,1,12,0,1,35
22.43384552,0,0,1,0,0,1,16,1,1,53
9.773038864,1,0,1,0,0,1,13,0,1,25
19.23077011,0,0,1,0,0,1,16,1,1,31
31.15384674,0,0,1,0,0,1,16,1,1,39
15.95279694,0,0,1,0,0,2,13,0,1,43
14.42307663,0,0,1,0,0,4,13,0,1,37
17.78846169,0,0,1,0,0,1,16,1,1,35
15.38461494,0,0,1,0,0,1,12,0,1,44
15.38461494,0,0,1,0,0,1,14,0,1,40
12.98076916,0,0,1,0,0,1,12,0,1,54
9.600000381,0,0,1,0,0,1,12,0,1,50
17,1,0,1,0,0,1,12,0,1,50
25.38461494,0,0,1,0,0,1,16,1,1,33
12.25961494,1,0,1,0,0,1,16,1,1,33
20.91162109,0,0,1,0,0,1,16,1,1,29
14.17004013,1,0,1,0,0,1,12,0,1,48
33.65384674,0,0,1,0,0,1,13,0,1,47
15.86538506,1,0,1,0,0,1,16,1,1,47
21.97802162,0,0,1,0,0,1,12,0,1,50
7.243589878,1,0,1,0,0,1,12,0,1,49
7.932692528,1,0,1,0,0,1,14,0,1,63
26.44230843,0,0,1,0,0,1,16,1,1,31
33.07692337,1,0,1,0,0,1,18,1,1,45
10.5,0,0,1,0,0,1,13,0,1,55
9.586056709,1,0,1,0,0,1,12,0,1,39
6.118881226,0,0,1,0,0,1,12,0,1,48
19.7368412,1,0,1,0,0,1,13,0,1,41
12.30769253,0,0,1,0,0,1,12,0,1,34
15.38461494,1,0,1,0,0,1,13,0,1,34
22.50874138,0,0,1,0,0,1,10,0,0,51
18.72469711,1,0,1,0,0,2,13,0,1,32
6.923077106,0,0,1,0,0,1,16,1,1,25
5.288461685,1,0,1,0,0,2,12,0,0,43
18.17307663,1,0,1,0,0,1,13,0,1,46
17.30769157,1,0,1,0,0,2,13,0,1,45
8.461538315,0,0,1,0,0,2,16,1,1,39
10.09615421,1,0,1,0,0,2,13,0,1,41
20.18760681,0,0,1,0,0,1,16,1,1,49
32.66373444,1,0,1,0,0,1,18,1,1,47
14.9572649,0,0,1,0,0,1,13,0,1,46
10.2564106,1,0,1,0,0,1,16,1,1,53
6.25,1,0,1,0,0,2,12,0,0,49
29.98317337,0,0,1,0,0,1,13,0,1,38
19.23077011,0,0,1,0,0,1,16,1,1,28
14.42307663,0,0,1,0,0,1,13,0,1,25
10.57692337,1,0,1,0,0,1,12,0,1,49
18.3150177,0,0,1,0,0,1,13,0,1,31
16.15384674,0,0,1,0,0,1,12,0,1,39
17.16346169,0,0,1,0,0,1,12,0,1,60
7.5,1,0,1,0,0,1,12,0,1,54
9.615385056,1,0,1,0,0,1,16,1,1,35
7.41971159,1,0,1,0,0,1,14,0,1,34
23.80952454,0,0,1,0,0,1,12,0,1,49
22.80769157,1,0,1,0,0,1,16,1,1,48
20.39783669,0,0,1,0,0,1,12,0,1,49
16.00961494,1,0,1,0,0,1,12,0,1,48
8.17307663,0,0,1,0,0,1,13,0,1,25
36.32478714,0,0,1,0,0,1,16,1,1,50
7.211538315,1,0,1,0,0,1,12,0,1,50
13.46153831,0,0,1,0,0,1,13,0,1,44
13.46153831,0,0,1,0,0,2,13,0,1,32
12.69349957,1,0,1,0,0,1,12,0,1,30
19.23077011,0,0,1,0,0,1,13,0,1,28
12.01923084,1,0,1,0,0,1,12,0,1,29
15.38461494,0,0,1,0,0,1,12,0,1,49
14.42307663,1,0,1,0,0,1,12,0,1,50
33.65384674,0,0,1,0,0,1,16,1,1,53
9.615385056,1,0,1,0,0,1,13,0,1,56
13.73626328,0,0,1,0,0,1,18,1,1,28
13.46153831,1,0,1,0,0,1,13,0,1,41
16.82692337,0,0,1,0,0,1,12,0,1,36
21.63461494,0,0,1,0,0,1,13,0,1,34
33.0128212,0,0,1,0,0,1,18,1,1,44
11.73076916,0,0,1,0,0,1,14,0,1,27
9.855769157,1,0,1,0,0,1,12,0,1,52
22.90998268,0,0,1,0,0,1,14,0,1,59
36.05769348,0,0,1,0,0,1,19,1,1,56
13.94230747,0,0,1,0,0,1,16,1,1,47
6.730769157,1,0,1,0,0,1,16,1,1,40
19.23077011,0,0,1,0,0,1,14,0,1,29
10.57692337,1,0,1,0,0,1,14,0,1,31
19.27350426,0,0,1,0,0,1,14,0,1,38
18.07692337,1,0,1,0,0,1,16,1,1,36
17.94871712,0,0,1,0,0,1,16,1,1,40
15.35947704,0,0,1,0,0,1,16,1,1,32
11.53846169,0,0,1,0,0,1,13,0,1,31
12.82051277,0,0,1,0,0,1,16,1,1,30
28.84615326,0,0,1,0,0,2,14,0,1,49
20.76922989,0,0,1,0,0,1,16,1,1,51
23.52941132,1,0,1,0,0,1,12,0,1,51
9.25,0,0,1,0,0,1,12,0,1,25
22.5,0,0,1,0,0,1,13,0,1,43
13.89663506,0,0,1,0,0,2,12,0,0,28
